64beadd8e5fd2271ab33515983f1647b907334e4f072b7174e3144b726bff43e;etc/apparmor.d/usr.bin.firefox
214774196a6c19008b9997f5863eafcf54494f40b35349838bbf03095f7750b2;etc/apport/native-origins.d/firefox
63117ee30cb1dadc00b756fca3e6e73200ca434b645abdb8bc9df552da86356f;etc/apport/blacklist.d/firefox
4f8e1d860c59299e44ca762d2380908c4b54aa576b5010ebb8cfe8c831948d0f;etc/firefox/syspref.js
ec397739e60576c4874a5df00b773cf45adfa744f23f4646ea0403a5209c8b41;usr/lib/firefox/libfreeblpriv3.so
2fddf875de0cd364c65a73b3e25c9053212c4e75261a743226e4522df3802a3c;usr/lib/firefox/libplds4.so
6668b93b23de15325d43e6fd26d0ac43bb0742f76de13390608f7f81bf5b5a5d;usr/lib/firefox/libfreeblpriv3.chk
7d9d37eff1dc4e59a6437026602f1953ef58ee46ff3d81dbb8e13b0fd0bec86b;usr/lib/firefox/defaults/pref/channel-prefs.js
b0466ad25c3656e794adeb399d1a75dd1a1395b0c7a55ba3ed21935752c059f9;usr/lib/firefox/defaults/pref/vendor-gre.js
98ad1e0a839a9e13464c1ae4dd721df108e34db7fa02911aba5220331997fb8a;usr/lib/firefox/platform.ini
46bf1f0b1af71d392713410d58cb8855721529acd97fe25f10ce419aaa342bf2;usr/lib/firefox/libmozsandbox.so
1c60b0d44f4b303a9a2c6a6c9f7f1752dccee4feb8931d2cd45e1f0ce28ab558;usr/lib/firefox/libmozsqlite3.so
230f9350457736d5d8d74ed41accf058d4d7d9a050fb9ab5eac50995de48456b;usr/lib/firefox/libnspr4.so
a0cc8cc3287d54d7e23a156256a553792970df9ca57f6ad85dceed32b979da71;usr/lib/firefox/crashreporter.ini
bde2105592cad053058014fb0146a3560de3dc1d1cd4e1c464c5e6f971bd5237;usr/lib/firefox/libsoftokn3.so
9b28be3f3b8f53db2e7c9b79b1a94881422505dfa0bcc2e774b047685ed31231;usr/lib/firefox/libsoftokn3.chk
7c6918cd0be46ac3d72552818cb6cdcc79455938a2ecd008b3fa01f339e10af7;usr/lib/firefox/firefox
70ec370a766da746cfe1da74d2ce413b5243b28811925ee440fe0dc0eefd79e2;usr/lib/firefox/firefox.sh
89ef982a621cacffba9b46e00f70c3e05ee7ad824ce2083d1179621f6647205e;usr/lib/firefox/libmozgtk.so
9e4df317e8af069f64fe934cb57c9a71aa15b9fb4e6a3cb60b01529231cd6845;usr/lib/firefox/plugin-container
8f0af0eaf7950d29c0f7a3c46f16f2d69bef67ab2d8f48b094a8f6ee62235a02;usr/lib/firefox/libsmime3.so
f30242e4f11cf98fadc18b6f047c2dcb5c86bc16a6ce4fbcd18a906b6199dc7c;usr/lib/firefox/libnssutil3.so
